City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
519,Solwezi,ZM,62.02,light rain,-12.1688,26.3894,Country Lodge Solwezi
521,Sabang,ID,77.45,overcast clouds,5.8933,95.3214,Hotel Citra
522,The Valley,AI,84.06,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
523,Mayo,US,51.22,clear sky,38.8876,-76.5119,Resorts Resource Group International
524,Quthing,LS,54.68,overcast clouds,-30.4,27.7003,Mountainside Hotel
527,Angoram,PG,72.84,overcast clouds,-4.0625,144.0661,
529,Kudahuvadhoo,MV,81.59,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
532,Kismayo,SO,79.52,broken clouds,-0.3582,42.5454,Agan-Hotel
533,Mildura,AU,69.76,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
534,Necochea,AR,80.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
536,Charters Towers,AU,76.5,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
539,Naruto,JP,55.42,scattered clouds,34.1833,134.6167,Resort hotel Moana Coast
541,Sechura,PE,74.98,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
543,Tanete,ID,75.69,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
546,Salta,AR,80.89,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
548,Atraulia,IN,63.68,clear sky,26.3333,82.95,ShivKunj
549,Ares,BR,84.74,clear sky,-6.1944,-35.1603,Recanto dos Pássaros
550,Lamu,KE,82.62,overcast clouds,-2.2717,40.902,Lamu House
552,Callaway,US,67.96,broken clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
553,Taoudenni,ML,83.08,overcast clouds,22.6783,-3.9836,
554,Tauranga,NZ,62.33,overcast clouds,-37.6861,176.1667,Hotel On Devonport
555,Sibolga,ID,75.29,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
556,Cervo,ES,51.96,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
557,Bridgetown,BB,84.69,scattered clouds,13.1,-59.6167,Hilton Barbados Resort
558,Sembabule,UG,65.01,scattered clouds,-0.0772,31.4567,Rainbow Motel ( Sembabule )
560,Hamilton,US,55.74,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
565,Santa Ana,US,78.62,clear sky,33.7456,-117.8678,Santa Ana Travel Inn
566,Cockburn Town,TC,79.74,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
567,Mount Gambier,AU,55.29,scattered clouds,-37.8333,140.7667,The Commodore
570,Aldine,US,77.38,overcast clouds,29.9324,-95.3802,Homewood Suites By Hilton Houston IAH Airport Beltway 8
571,Motril,ES,54.27,few clouds,36.7507,-3.5179,Hostal Tropical
572,Calabar,NG,76.91,overcast clouds,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
573,Rawson,AR,69.03,few clouds,-43.3002,-65.1023,Hosteria Sampedro
576,Kharan,PK,64.54,clear sky,28.5833,65.4167,Dil Aram Bangla
577,Palasa,IN,74.14,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
580,Saiha,IN,58.98,clear sky,22.4833,92.9667,"Circuit House, Siaha"
582,Tubuala,PA,82.51,broken clouds,9.5167,-79.0333,Río Nabagana
584,Keti Bandar,PK,75.49,clear sky,24.1447,67.4497,Haji laloo memon house
585,Gisborne,NZ,60.94,few clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
586,Wanning,CN,64.98,scattered clouds,18.8003,110.3967,Paradise Hotel
587,Kiunga,PG,73.94,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
588,Tessalit,ML,78.71,scattered clouds,20.1986,1.0114,
589,Narrabri,AU,73.49,light rain,-30.3167,149.7833,Crossroads Hotel
590,Surt,LY,69.04,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
591,Tumut,AU,65.39,moderate rain,-35.3,148.2167,Amaroo Motel
593,Nhulunbuy,AU,79.41,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
596,Kaniama,CD,67.68,overcast clouds,-7.5667,24.1833,
597,Jos,NG,70.5,overcast clouds,9.9167,8.9,Silk Suites
598,Yala,TH,73.98,overcast clouds,6.3333,101.25,งานแต่ง Murnee - Wahid
599,Nabire,ID,75.11,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
600,Arica,CL,74.75,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
601,Harper,LR,80.02,broken clouds,4.375,-7.7169,Screensaver
602,La Orilla,MX,83.98,clear sky,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
603,Felanitx,ES,54.12,few clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
605,Kosum Phisai,TH,69.1,overcast clouds,16.2486,103.0674,Banrao
608,Teseney,ER,79.57,clear sky,15.11,36.6575,Sabrin Hotel
610,Martil,MA,59.07,broken clouds,35.6166,-5.2752,فندق مرتيل
611,Little Chute,US,50.58,broken clouds,44.28,-88.3184,Hilton Garden Inn Appleton/Kimberly
613,Papayal,PE,79.59,overcast clouds,-4.0761,-80.7361,
614,Greenville,US,52.99,clear sky,35.6127,-77.3663,the 5th Street Inn
616,Mongo,TD,79.38,overcast clouds,12.1844,18.693,Résidences du Programme FIDA
617,Basoko,CD,76.64,scattered clouds,1.2391,23.616,Jackyna Hotel
618,Geraldton,AU,57.61,clear sky,-28.7667,114.6,Broadwater Mariner Resort
621,Moree,AU,69.82,light rain,-29.4667,149.85,Molika Springs Motel
624,Tehachapi,US,58.41,clear sky,35.1322,-118.449,"Holiday Inn Express & Suites Tehachapi Hwy 58/Mill St., an IHG Hotel"
625,Gamboma,CG,72.16,overcast clouds,-1.8764,15.8644,Residence N'Keni
626,Nombre De Dios,MX,76.55,broken clouds,23.85,-104.2333,Uraján de Luna Hotel Boutique & SPA
628,Bambanglipuro,ID,77.88,overcast clouds,-7.95,110.2833,Puri Brata
629,Omboue,GA,77.07,overcast clouds,-1.5746,9.2618,Hotel Olako
630,Pemba,MZ,81.0,few clouds,-12.974,40.5178,Guesthouse Samotina
631,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
633,Sembe,CG,73.13,scattered clouds,1.6481,14.5806,
637,Pastos Bons,BR,81.28,overcast clouds,-6.6017,-44.0767,Área de lazer casa (Pucina)
641,Tevaitoa,PF,80.73,clear sky,-16.7833,-151.5,Hôtel Raiatea Lodge
643,Ponta Delgada,PT,65.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
645,Batemans Bay,AU,72.19,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
646,Ayorou,NE,85.71,clear sky,14.7308,0.9174,Hotel Amenokal
647,Akyab,MM,74.79,clear sky,20.15,92.9,Hotel Memory
649,Peniche,PT,55.96,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
650,Grenfell,AU,62.96,overcast clouds,-33.9,148.1667,Grenfell Royal Hotel
651,Byron Bay,AU,72.05,moderate rain,-28.65,153.6167,Backpackers Inn on the Beach
652,Tucuman,AR,82.4,broken clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
653,Chenghai,CN,55.31,clear sky,23.4632,116.768,Guangdong Hotel
654,Koraput,IN,64.58,overcast clouds,18.8167,82.7167,Raj Residency
657,Hwange,ZW,79.9,overcast clouds,-18.3693,26.5019,Hwange Colliery Guest House
658,Aleppo,SY,58.77,scattered clouds,36.25,37.5,
662,Borba,BR,88.21,overcast clouds,-4.3878,-59.5939,Hotel da Amazônia
664,Papara,BR,83.71,broken clouds,-3.9839,-38.7273,Romin mentes de mais
666,Juba,SS,82.76,clear sky,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
667,Port Augusta,AU,67.71,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
668,Odweyne,SO,70.05,clear sky,9.4092,45.064,Eng Hiirey House
669,Mount Isa,AU,67.77,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
673,Oranjestad,AW,84.15,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
674,Trairi,BR,83.07,broken clouds,-3.2778,-39.2689,janelas do mar
675,Whitianga,NZ,67.01,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
676,Kupang,ID,80.55,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
677,Luanda,AO,78.8,scattered clouds,-8.8368,13.2343,Hotel Fórum
678,Salalah,OM,80.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
