City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
167,Pisco,PE,-13.7,-76.2167,71.65,68,0,6.91,clear sky
168,Puerto Escondido,MX,15.85,-97.0667,83.23,69,1,9.22,clear sky
169,Bubaque,GW,11.2833,-15.8333,82.89,77,15,12.48,few clouds
170,Honningsvag,NO,70.9821,25.9704,28.15,69,40,10.36,light snow
171,Faanui,PF,-16.4833,-151.75,80.74,74,9,7.25,clear sky
172,Raga,SS,8.4596,25.678,76.91,24,1,4.7,clear sky
173,Mirnyy,RU,62.5353,113.9611,-11.7,99,100,3.76,overcast clouds
174,Victoria,HK,22.2855,114.1577,67.32,74,1,1.99,clear sky
175,Sualkuchi,IN,26.17,91.5709,62.58,100,40,0.0,mist
176,Gornyy,RU,55.1153,83.9059,21.79,96,100,5.32,light snow
177,Altay,CN,47.8667,88.1167,26.92,78,91,6.49,overcast clouds
178,Butaritari,KI,3.0707,172.7902,82.29,68,93,14.45,overcast clouds
179,Surgut,RU,61.25,73.4167,-3.82,84,0,6.71,clear sky
180,Kahului,US,20.8947,-156.47,83.46,71,20,9.22,few clouds
181,Ilulissat,GL,69.2167,-51.1,30.22,74,75,18.41,light snow
182,Lokosovo,RU,61.1333,74.8167,0.27,97,99,7.74,overcast clouds
183,Riachao Das Neves,BR,-11.7461,-44.91,79.65,66,100,0.34,overcast clouds
184,Caravelas,BR,-17.7125,-39.2481,77.88,75,97,6.64,light rain
185,Ahmadpur,IN,18.7,76.9333,71.76,69,100,6.51,overcast clouds
186,Mar Del Plata,AR,-38.0023,-57.5575,69.87,76,12,3.0,few clouds
187,Bonthe,SL,7.5264,-12.505,79.32,81,78,5.19,moderate rain
188,Halifax,CA,44.6453,-63.5724,33.22,93,90,5.99,light snow
189,Tuktoyaktuk,CA,69.4541,-133.0374,-21.59,97,54,8.25,broken clouds
190,Hovd,MN,48.0056,91.6419,26.73,54,3,9.06,clear sky
191,Okhotsk,RU,59.3833,143.3,7.65,73,51,13.8,broken clouds
192,Ghanzi,BW,-21.5667,21.7833,78.62,15,0,4.47,clear sky
193,Chissamba,AO,-12.1667,17.3333,64.0,91,93,4.23,light rain
194,Tabou,CI,4.423,-7.3528,80.15,83,45,6.69,scattered clouds
195,Khandbari,NP,27.3747,87.2039,55.96,87,63,1.39,broken clouds
196,Nantucket,US,41.2835,-70.0995,43.09,50,0,19.42,clear sky
197,Kabare,CD,-2.4683,28.8242,62.06,88,61,1.63,broken clouds
198,Esperance,AU,-33.8667,121.9,55.96,83,17,1.77,few clouds
199,Sabha,LY,27.0377,14.4283,73.22,26,63,8.21,broken clouds
200,Maumere,ID,-8.6199,122.2111,81.03,74,99,4.34,overcast clouds
201,Camacha,PT,33.0833,-16.3333,62.02,59,40,11.5,scattered clouds
202,Vanimo,PG,-2.6741,141.3028,76.48,87,100,4.5,overcast clouds
203,Fomboni,KM,-12.28,43.7425,81.95,72,9,12.86,clear sky
204,Soke,ML,13.598,-5.9386,85.42,19,14,9.08,few clouds
205,Ust-Maya,RU,60.4167,134.5333,-24.03,99,52,0.85,broken clouds
206,Nautla,MX,20.2167,-96.7833,78.87,71,22,12.84,few clouds
207,Portland,US,45.5234,-122.6762,48.47,91,90,1.01,mist
208,Pandan,PH,14.0453,124.1694,80.01,88,100,13.53,overcast clouds
209,Iskele,TR,39.484,26.9278,55.42,71,40,21.85,scattered clouds
210,Bengkulu,ID,-3.8004,102.2655,74.73,77,88,4.74,overcast clouds
211,Kieta,PG,-6.2167,155.6333,79.43,75,24,3.53,few clouds
212,Bilibino,RU,68.0546,166.4372,-10.01,90,100,1.41,overcast clouds
213,Vardo,NO,70.3705,31.1107,28.38,80,75,13.8,light snow
214,Matay,EG,28.419,30.7792,66.69,48,1,6.2,clear sky
215,Vuktyl,RU,63.8567,57.3094,5.41,97,93,7.45,overcast clouds
216,Lakatoro,VU,-16.0999,167.4164,78.91,76,85,12.44,overcast clouds
217,Macau,MO,22.2006,113.5461,67.06,63,0,8.05,clear sky
218,Manggar,ID,-2.8833,108.2667,77.94,77,100,3.98,overcast clouds
219,Hasaki,JP,35.7333,140.8333,34.2,44,0,5.53,clear sky
220,Baghdad,IQ,33.3406,44.4009,63.79,45,79,5.7,broken clouds
221,Kapoeta,SS,4.7717,33.5903,83.93,33,32,3.44,scattered clouds
222,Sorland,NO,67.667,12.6934,35.46,55,100,28.88,overcast clouds
223,Yar-Sale,RU,66.8333,70.8333,2.37,96,100,3.02,overcast clouds
224,Pauini,BR,-7.7136,-66.9764,83.86,80,100,1.39,overcast clouds
225,Kenai,US,60.5544,-151.2583,14.14,90,90,3.44,light snow
226,Pingliang,CN,35.5392,106.6861,37.17,29,0,3.06,clear sky
227,Conceicao Da Barra,BR,-18.5933,-39.7322,77.85,79,100,6.6,overcast clouds
228,Banda Aceh,ID,5.5577,95.3222,76.71,83,100,4.97,overcast clouds
229,Batesville,US,35.7698,-91.641,65.89,53,40,18.01,scattered clouds
230,Seymchan,RU,62.8833,152.4333,-26.05,98,100,0.65,overcast clouds
231,Airai,TL,-8.9266,125.4092,62.1,92,100,0.54,overcast clouds
232,Khandyga,RU,62.6667,135.6,-23.78,100,98,1.41,overcast clouds
233,Ikom,NG,5.9667,8.7063,78.48,80,23,3.62,few clouds
234,Merauke,ID,-8.4667,140.3333,79.61,79,100,5.66,overcast clouds
235,Lompoc,US,34.6391,-120.4579,74.84,48,0,8.99,clear sky
236,Nisia Floresta,BR,-6.0911,-35.2086,85.01,71,9,12.21,clear sky
237,Patabog,PH,13.4531,122.4561,78.58,89,76,8.03,broken clouds
238,Imbituba,BR,-28.24,-48.6703,76.82,65,0,10.49,clear sky
239,Juneau,US,58.3019,-134.4197,38.21,95,90,25.32,light rain
240,Ixtapa,MX,20.7,-105.2,85.23,61,20,9.22,few clouds
241,Bang Saphan,TH,11.2126,99.5117,76.5,90,86,7.07,overcast clouds
242,Igarka,RU,67.4667,86.5833,8.6,95,100,10.71,overcast clouds
243,Kimparana,ML,12.8347,-4.9244,85.37,17,0,8.52,clear sky
244,Georgiyevskoye,RU,58.731,45.024,21.65,94,100,9.48,light snow
245,Pangnirtung,CA,66.1451,-65.7125,7.92,93,82,6.85,broken clouds
246,Venezuela,VE,8.0,-66.0,94.12,39,37,13.98,scattered clouds
247,Grindavik,IS,63.8424,-22.4338,30.67,80,90,11.5,overcast clouds
248,Klaksvik,FO,62.2266,-6.589,40.12,70,90,44.27,overcast clouds
249,Atambua,ID,-9.1061,124.8925,75.38,84,99,1.5,overcast clouds
250,Tecoanapa,MX,16.5167,-98.75,83.32,70,3,7.49,clear sky
251,Manzhouli,CN,49.6,117.4333,-0.92,76,18,5.44,few clouds
252,Hithadhoo,MV,-0.6,73.0833,81.91,75,100,18.25,overcast clouds
253,Victor Harbor,AU,-35.5667,138.6167,65.8,89,98,4.0,overcast clouds
254,Seydi,TM,39.4816,62.9137,53.74,40,6,10.18,clear sky
255,Shiogama,JP,38.3167,141.0333,46.58,79,100,8.97,overcast clouds
256,Taltal,CL,-25.4,-70.4833,66.79,64,26,8.41,scattered clouds
257,Aksarka,RU,66.5606,67.7975,-9.11,99,94,3.36,overcast clouds
258,Pa Sang,TH,18.5262,98.9394,71.8,97,83,1.19,broken clouds
259,Sterling,US,39.0062,-77.4286,50.99,39,75,4.61,broken clouds
260,Astana,KZ,51.1801,71.446,22.95,93,90,11.18,heavy shower snow
261,Dergachi,RU,51.2328,48.7659,19.24,69,2,7.23,clear sky
262,Kavieng,PG,-2.5744,150.7967,82.24,73,17,12.24,few clouds
263,Saint George,US,37.1041,-113.5841,59.47,18,1,1.01,clear sky
264,Zhigansk,RU,66.7697,123.3711,-25.85,98,100,3.91,overcast clouds
265,Kyzyl-Suu,KG,42.3414,78.0056,30.96,47,6,7.2,clear sky
266,Kuala Terengganu,MY,5.3302,103.1408,77.45,86,100,7.25,moderate rain
267,Monte Plata,DO,18.807,-69.784,88.92,68,99,9.57,overcast clouds
268,Biak,ID,-0.9131,122.8766,76.39,83,100,1.79,overcast clouds
269,Tomohon,ID,1.3346,124.8392,67.14,91,100,2.04,overcast clouds
270,Mareeba,AU,-17.0,145.4333,74.44,95,89,1.81,overcast clouds
271,Jinchang,CN,38.4953,102.1739,33.39,17,0,4.32,clear sky
272,Dickinson,US,29.4608,-95.0513,77.22,70,75,4.0,broken clouds
273,Kuzino,RU,57.0224,59.4412,9.21,94,100,7.63,overcast clouds
274,Clyde River,CA,70.4692,-68.5914,8.83,85,97,19.57,overcast clouds
275,Dzhebariki-Khaya,RU,62.2167,135.8,-26.18,99,71,0.34,broken clouds
276,Salinopolis,BR,-0.6136,-47.3561,82.8,71,75,10.18,broken clouds
277,Marzuq,YE,14.4,46.4667,66.52,15,26,1.66,scattered clouds
278,Vaitape,PF,-16.5167,-151.75,80.74,74,9,7.23,clear sky
279,Constitucion,CL,-35.3333,-72.4167,61.68,71,12,11.65,few clouds
280,Naze,JP,28.3667,129.4833,57.47,64,9,4.7,clear sky
281,San Andres,CO,12.5847,-81.7006,84.22,74,75,12.66,broken clouds
282,Hofn,IS,64.2539,-15.2082,28.76,58,100,12.12,overcast clouds
283,Port-Gentil,GA,-0.7193,8.7815,79.93,83,100,12.77,light rain
284,Katangli,RU,51.7102,143.2326,33.4,88,100,13.53,light snow
285,Barra Patuca,HN,15.8,-84.2833,79.66,76,100,12.15,overcast clouds
286,Seoul,KR,37.5683,126.9778,42.31,56,66,3.56,broken clouds
287,Mao,ES,39.8885,4.2658,55.96,71,40,11.5,scattered clouds
288,Aguimes,ES,27.9054,-15.4461,66.83,78,20,5.75,few clouds
289,Kinablangan,PH,7.6947,126.5503,77.56,89,99,3.83,overcast clouds
290,Mongagua,BR,-24.0931,-46.6208,79.93,79,76,6.26,broken clouds
291,Castelo Do Piaui,BR,-5.3222,-41.5525,92.79,33,75,5.95,broken clouds
292,Nizwa,OM,22.9333,57.5333,74.32,31,5,3.24,clear sky
293,Rosita,NI,13.9268,-84.4032,83.52,58,95,5.7,overcast clouds
294,Vostok,RU,46.4856,135.8833,5.16,98,100,2.64,light snow
295,Meulaboh,ID,4.1363,96.1285,74.75,85,99,4.12,overcast clouds
296,Yuksekova,TR,37.5736,44.2872,35.15,87,99,3.87,overcast clouds
297,Dingle,PH,10.9995,122.6711,77.0,93,99,6.67,overcast clouds
298,General Roca,AR,-39.0333,-67.5833,93.6,14,100,5.44,overcast clouds
299,Rudbar,AF,30.15,62.6,60.03,29,0,3.09,clear sky
300,Thinadhoo,MV,0.5333,72.9333,81.95,75,100,18.16,overcast clouds
301,Namwala,ZM,-15.7504,26.4384,70.32,76,82,8.32,broken clouds
302,Fukue,JP,32.6881,128.8419,59.22,59,15,17.29,few clouds
303,Lesogorsk,RU,56.0458,99.5136,10.26,97,72,3.6,broken clouds
304,Kalemie,CD,-5.9475,29.1947,71.47,85,97,4.99,overcast clouds
305,Oyem,GA,1.5995,11.5793,71.71,84,92,2.17,overcast clouds
306,Stonewall,CA,50.1344,-97.3268,11.73,84,83,12.17,broken clouds
307,Arlit,NE,18.7369,7.3853,81.63,13,1,7.85,clear sky
308,Puerto Leguizamo,CO,-0.1934,-74.7819,83.32,79,96,2.93,overcast clouds
309,Sitka,US,57.0531,-135.33,44.49,70,90,18.41,moderate rain
310,Grand Gaube,MU,-20.0064,57.6608,76.37,72,22,3.0,few clouds
311,Hualmay,PE,-11.0964,-77.6139,70.47,73,80,10.69,broken clouds
312,Batagay-Alyta,RU,67.8006,130.4114,-24.92,88,84,3.74,broken clouds
313,Kristinehamn,SE,59.3098,14.1081,46.38,79,98,19.46,overcast clouds
314,Pleshanovo,RU,52.8333,53.4833,-0.99,100,79,5.06,broken clouds
315,Multan,PK,30.1956,71.4753,60.69,72,0,0.0,smoke
316,Luganville,VU,-15.5333,167.1667,78.03,81,91,7.96,overcast clouds
317,Dubbo,AU,-32.25,148.6167,68.13,88,75,8.05,broken clouds
318,Fenelon Falls,CA,44.5334,-78.7496,43.79,76,100,9.57,overcast clouds
319,Hailey,US,43.5196,-114.3153,38.89,47,1,8.05,clear sky
320,Albanel,CA,48.8832,-72.4487,27.84,68,2,5.53,clear sky
321,Hay River,CA,60.8156,-115.7999,1.24,93,31,7.61,scattered clouds
322,Belaya Gora,RU,68.5333,146.4167,-26.5,100,93,4.05,overcast clouds
323,Iguape,BR,-24.7081,-47.5553,73.53,69,32,8.95,scattered clouds
324,Kushima,JP,31.4583,131.2333,49.12,78,2,4.32,clear sky
325,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,80.1,32,0,7.83,clear sky
326,Dicabisagan,PH,17.0818,122.4157,76.62,89,64,3.24,broken clouds
327,Christiana,ZA,-27.914,25.1611,71.94,29,100,11.39,overcast clouds
328,Henties Bay,NA,-22.116,14.2845,59.86,84,79,3.94,broken clouds
329,Magole,TZ,-6.3667,37.3667,75.63,75,24,4.9,few clouds
330,Souillac,MU,-20.5167,57.5167,76.35,75,33,7.02,scattered clouds
331,Mitu,CO,1.1983,-70.1733,83.93,70,56,1.7,broken clouds
332,Arman,RU,59.7,150.1667,12.7,76,2,9.17,clear sky
333,Zhuhai,CN,22.2769,113.5678,67.05,63,0,8.05,clear sky
334,Lakes Entrance,AU,-37.8811,147.981,65.57,95,100,6.11,overcast clouds
335,Thabazimbi,ZA,-24.5917,27.4116,74.21,46,50,6.13,scattered clouds
336,Turukhansk,RU,65.8167,87.9833,8.37,94,100,9.33,light snow
337,Maldonado,UY,-34.6667,-54.9167,87.19,26,1,11.79,clear sky
338,Sebeta,ET,8.9167,38.6167,58.95,48,100,3.76,overcast clouds
339,Chardara,KZ,41.2547,67.9692,55.06,43,6,13.29,clear sky
340,Gigmoto,PH,13.7796,124.39,80.38,88,100,12.1,overcast clouds
341,Chuy,UY,-33.6971,-53.4616,79.5,34,0,8.5,clear sky
342,Am Timan,TD,11.0297,20.2827,79.92,19,18,3.67,few clouds
343,Genova,IT,44.5,9.0667,45.64,69,88,7.0,overcast clouds
344,Calabozo,VE,8.9242,-67.4293,88.12,54,100,1.25,overcast clouds
345,Oranjemund,NA,-28.55,16.4333,60.96,89,79,12.91,broken clouds
